,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
USA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CHINA,1.497,1.41,1.334,1.298,1.314,1.402,1.44,1.477,1.6,1.673,1.683341,1.73711,1.837645,2.06801,2.441889,2.718702,2.843385,2.840527,2.78384,2.709411,2.704799,2.700821,2.674847,2.694499,2.806331,2.827769,2.852518,2.99316,3.164821,3.134264,3.311352,3.505536,3.519888,3.533936,3.49576,3.460943,3.460232,3.527582,3.549872,3.53862
INDIA,3.664,3.752,3.84,4.093,4.266,4.431,4.638,4.944,5.17,5.397,5.334555,5.869656,6.253371,6.711061,7.226514,7.719565,8.155003,8.53595,9.117079,9.263087,9.390795,9.484726,9.683971,9.875137,10.166816,10.413996,10.957279,11.411648,12.223076,12.984639,14.186101,15.109435,16.001393,16.698279,16.934248,17.137026,17.481263,17.813169,18.149283,18.380962
JAPAN,243.360647,228.831006,219.276639,213.007241,208.619257,204.772357,203.966037,198.730394,193.159462,189.792475,187.710516,186.886355,185.7676,182.499528,179.158384,174.542777,170.553312,168.506941,166.556262,162.03574,154.717851,149.724876,143.774205,139.516092,134.363066,129.551955,124.536829,120.394202,116.845814,115.150067,111.666587,107.454281,104.273972,101.302673,103.052076,103.449739,105.502599,105.378962,104.609975,103.367215
UK,0.50741,0.517091,0.523053,0.529124,0.53635,0.54831,0.560841,0.57759,0.591983,0.61491,0.639431,0.658116,0.66502,0.667146,0.661989,0.714214,0.714138,0.708911,0.720727,0.725819,0.704348,0.694385,0.689877,0.696639,0.688463,0.707619,0.697328,0.709976,0.701691,0.709391,0.701774,0.706052,0.701634,0.695248,0.698444,0.692365,0.688672,0.682132,0.687119,0.689107
SWITZERLAND,2.019661,1.949529,1.971007,1.94161,1.944457,1.92765,1.946937,1.941636,1.92781,1.919242,1.935157,1.973106,1.97013,1.96922,1.950885,1.924915,1.889922,1.844312,1.827624,1.802836,1.788217,1.768387,1.70976,1.717124,1.693341,1.686548,1.600778,1.533726,1.493049,1.468648,1.465083,1.397498,1.354072,1.312477,1.281761,1.235456,1.202086,1.179916,1.167667,1.155471
CANADA,1.125813,1.134384,1.162945,1.183843,1.183011,1.185028,1.197759,1.224862,1.23685,1.246145,1.241934,1.237967,1.228063,1.21507,1.206976,1.20881,1.207792,1.200953,1.185426,1.19081,1.227543,1.221132,1.229333,1.226339,1.233194,1.213644,1.205783,1.212727,1.23439,1.201386,1.221393,1.239904,1.244607,1.224,1.230358,1.248004,1.206834,1.204736,1.198346,1.202552
AUSTRALIA,0.983351,0.986975,1.041815,1.088022,1.111969,1.139045,1.192891,1.243757,1.301398,1.350568,1.365399,1.348401,1.328408,1.312686,1.300934,1.310739,1.312233,1.308104,1.300251,1.29695,1.311624,1.327627,1.33649,1.354042,1.366762,1.388356,1.403933,1.42752,1.479073,1.441454,1.502756,1.511052,1.540115,1.447123,1.452489,1.474079,1.449851,1.465824,1.450856,1.47162
BRAZIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012316,0.289742,0.537778,0.625585,0.662512,0.6874,0.731897,0.756027,0.800649,0.865409,0.969352,1.017114,1.05969,1.098241,1.138377,1.214683,1.293656,1.386469,1.471075,1.558043,1.64608,1.742282,1.854277,1.982791,2.01338,2.028544,2.071297
