,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
USA,12574.79151,13976.10975,14433.78773,15543.89372,17121.22548,18236.82773,19071.22719,20038.9411,21417.01193,22857.15443,23888.60001,24342.2589,25418.99078,26387.29373,27694.85342,28690.8757,29967.71272,31459.139,32853.67698,34513.5615,36334.90878,37133.24281,38023.16111,39496.48588,41712.80107,44114.74778,46298.73144,47975.96768,48382.55845,47099.98047,48466.82338,49883.11398,51603.49726,53106.90977,55032.958,56803.47243,57904.20196,﻿59927.929829999994,62794.58565,65112
CHINA,194.804722,197.071474,203.33492,225.431929,250.713969,294.458849,281.928121,251.811957,283.537695,310.881912,317.884673,333.142145,366.460692,377.389839,473.492279,609.656679,709.413755,781.744164,828.580479,873.287062,959.372484,1053.10824,1148.50829,1288.64325,1508.6681,1753.41783,2099.22943,2693.96983,3468.30446,3832.23595,4550.4536,5618.13249,6316.91886,7050.64592,7651.36604,8033.38804,8078.79047,8759.04158,9770.84709,
INDIA,266.5778481,270.4706024,274.1113314,291.2381101,276.6679586,296.4351516,310.4659351,340.4168316,354.1492516,346.1128873,367.5566093,303.0556053,316.9539279,301.1590042,346.1029503,373.76648,399.9500768,415.493797,413.2989342,441.9987596,443.3141934,451.5730011,470.9867859,546.7266145,627.7742473,714.8610135,806.7532806,1028.334771,998.522339,1101.96084,1357.563719,1458.103527,1443.879529,1449.605912,1573.881492,1605.605431,1729.268021,1981.268706,2009.978857,2171.64
JAPAN,9465.379714,10361.32306,9578.113803,10425.40682,10984.86583,11584.64933,17111.85373,20745.25209,25051.85432,24813.29938,25359.34702,28925.04158,31464.54905,35765.91409,39268.56687,43440.36787,38436.92631,35021.71909,31902.7671,36026.55608,38532.04088,33846.46564,32289.35054,34808.39092,37688.72234,37217.64873,35433.98896,35275.22843,39339.29757,40855.17564,44507.67639,48167.99727,48603.47665,40454.44746,38109.41211,34524.46986,38794.33094,38331.9794,39289.95843,40846.78
UK,10032.0621,9599.30622,9146.07736,8691.51881,8179.19444,8652.21654,10611.1122,13118.5865,15987.1681,16239.2822,19095.467,19900.7267,20487.1708,18389.0196,19709.2381,23123.1778,24332.6978,26734.5626,28214.2744,28669.5397,28149.87,27744.5065,30056.5862,34419.1479,40290.314,42030.2866,44599.6976,50566.8266,47286.9985,38713.1374,39435.8399,42038.5005,42462.7149,43444.5648,47417.635,44966.1019,41074.1673,40361.4174,42943.9023,41030
SWITZERLAND,18832.19672,17153.40132,17478.65579,17341.99488,16499.14693,16655.33739,23751.44952,29558.89548,31743.65291,30401.89248,38428.3855,38399.21061,39534.542,38100.73673,41843.75688,48662.48651,46676.81356,40417.94079,41497.15784,40581.34936,37868.296,38538.9791,41376.37281,48087.54377,53340.19698,54952.67549,57579.50291,63555.28092,72487.83471,69927.44229,74605.77451,88415.61081,83538.21282,85112.4696,86605.51739,82081.60921,80172.1933,80450.04582,82796.54716,83716.81
CANADA,11170.56397,12337.46625,12481.87479,13425.12249,13877.91708,14114.80776,14461.06924,16308.96697,18936.9641,20715.63148,21448.36196,21768.34329,20879.84833,20121.16125,19935.38146,20613.78788,21227.34753,21829.23344,20952.06946,22238.66454,24190.24962,23738.18072,24169.28473,28200.65808,32034.30774,36266.18712,40385.86996,44543.04104,46594.45095,40773.06153,47450.31847,52101.79609,52542.34666,52504.6557,50835.51118,43495.05439,42279.90082,45069.92725,46232.98962,46212.84
AUSTRALIA,10194.3187,11833.74321,12766.52225,11518.66852,12431.94585,11437.66446,11364.23946,11624.53959,14254.55757,17798.31424,18211.27459,18821.47739,18569.81275,17634.25635,18046.02024,20319.63063,21861.32551,23468.59683,21318.96417,20533.03506,21679.24784,19490.86111,20082.48327,23447.031,30430.67644,33999.24286,36044.92281,40960.05449,49601.65671,42772.35917,52022.1256,62517.83375,68012.1479,68150.10704,62510.79117,56755.72171,49971.13146,54066.47127,57373.68668,53825.16
BRAZIL,1947.27643,2132.883317,2226.767261,1570.539747,1578.926417,1648.082104,1941.491109,2087.307605,2300.376844,2908.496158,3100.280468,3975.390089,2596.919876,2791.209124,3500.61149,4748.215529,5166.163745,5282.008828,5087.152221,3478.37273,3749.75325,3156.798718,2829.283192,3070.910491,3637.462389,4790.437088,5886.463588,7348.030794,8831.023117,8597.915352,11286.24302,13245.6125,12370.0242,12300.32258,12112.5903,8814.000987,8712.887044,9880.946543,8920.762105,
