_id,url,word_count,section,date,type,headline,abstract
nyt://article/73facd15-0c06-5fce-91a0-72135b2cda6d,https://www.nytimes.com/2005/06/07/business/bank-to-buy-credit-card-business-for-645-billion.html,916,Business Day,2005-06-07T04:00:00+0000,Business,Bank to Buy Credit Card Business for $6.45 Billion,"Washington Mutual, which grew rapidly from a Seattle savings institution to a home loan giant, said yesterday that it would buy Providian Financial for $6.45 billion in cash and stock, its first major foray into the credit card business."
nyt://article/8cd0a671-17f0-5ac1-8d8f-8ea080367b3b,https://www.nytimes.com/2005/05/10/business/ge-chief-urges-us-to-adopt-clearer-energy-policy.html,839,Business Day,2005-05-10T04:00:00+0000,Business,G.E. Chief Urges U.S. to Adopt Clearer Energy Policy,"WASHINGTON, May 9 - The chief executive of the General Electric Company, Jeffrey R. Immelt, pushed the company squarely into the global warming debate on Monday, asking the government for a clear energy policy and saying later in an interview that he expected Washington to eventually impose controls on carbon emissions."
nyt://article/ee20725f-46cc-5365-a378-a66cff200ce3,https://www.nytimes.com/2005/05/21/business/business-briefs-jury-awards-128-million-in-wireless-patent-case.html,163,Business Day,2005-05-21T05:00:00+0000,Business/Financial Desk,Business Briefs | Jury Awards $128 Million in Wireless Patent Case,"Cingular Wireless, the mobile phone carrier, and the Boston Communications Group were ordered by a jury to pay $128 million in damages for infringing a patent owned by Freedom Wireless. The verdict, reached in the United States District Court in Boston, named Cingular, its AT&T Wireless unit, Boston Communications, Western Wireless and CMT Partners. The closely held Freedom Wireless sued Boston Communications and cellular carriers in 2000, claiming Boston Communications' prepaid wireless services infringed two patents. The dispute is over prepaid services that let consumers pay for calls upfront, rather than sign up for a monthly plan, and then use the calling minutes without having to enter a pass code. A Cingular spokesman, Mark Siegel, said the company intended to appeal."
nyt://article/1a4220d9-5c7d-5c07-bae3-9087b0277c5b,https://www.nytimes.com/2005/06/25/business/worldbusiness/briefly-guidant-issues-new-warning.html,609,Business Day,2005-06-25T05:00:00+0000,None,Briefly: Guidant issues new warning,
nyt://article/34e9f2c1-c81a-5ced-904d-f73773b1c5fb,https://www.nytimes.com/2005/05/24/business/world-business-briefing-europe-britain-british-land-in-acquisition.html,177,Business Day,2005-05-24T05:00:00+0000,Business/Financial Desk,World Business Briefing | Europe: Britain: British Land in Acquisition,"British Land Co, property developer, agrees to buy Pillar Property for 811 million pounds ($1.5 billion) to acquire shopping centers; photo (S)"
nyt://article/8cd61cee-037f-50a3-95e5-4345c5759b42,https://www.nytimes.com/2005/04/20/world/worldspecial2/in-selection-of-new-pope-third-world-loses-out.html,1340,World,2005-04-20T05:00:00+0000,Foreign Desk,"In Selection of New Pope, Third World Loses Out","Roman Catholics in Latin America express some disappointment that one of their own was not chosen as next pope, but episcopal conferences of each country in region, which are dominated by theological conservatives appointed by Pope John Paul II, are notably ehtusiastic with choice of Cardinal Joseph Ratzinger; photos and priests in Vatican City and nuns in Enugu, Nigeria, celebrating election of new pope (M)"
nyt://article/2f948bba-27ec-5ba1-84cd-71b51c98dbaf,https://www.nytimes.com/2005/05/06/world/asia/david-lague-is-peace-within-reach-while-china-is-arming.html,718,World,2005-05-06T05:00:00+0000,None,David Lague: Is peace 'within reach' while China is arming?,
nyt://article/0ffc881e-5e7d-588f-8e77-bf40934b2c07,https://www.nytimes.com/2005/06/30/business/chevron-says-sec-approves-its-contested-offer-for-unocal.html,441,Business Day,2005-06-30T05:00:00+0000,Business/Financial Desk,Chevron Says S.E.C. Approves Its Contested Offer for Unocal,"SEC clears Chevron's $16.4 billion offer for Unocal, lifting last regulatory hurdle for proposed acquisition; China National Offshore Oil Corp has made $18.5 billion bid for Unocal; Unocal shareholders will vote on Aug 10 (M)"
nyt://article/1fd8c279-ebd0-53a6-87cb-1a21d13f1daf,https://www.nytimes.com/2005/04/22/world/africa/un-commission-condemns-sudan-abuses.html,540,World,2005-04-22T05:00:00+0000,None,UN commission condemns Sudan abuses,
nyt://article/8d3610ac-3a98-5fa2-99c1-0a706ae93b54,https://www.nytimes.com/2005/06/14/business/morgan-stanleys-choices-new-direction-or-better-execution.html,1136,Business Day,2005-06-14T05:00:00+0000,Business/Financial Desk,Morgan Stanley's Choices: New Direction or Better Execution?,"Question that Morgan Stanley's must decide is whether its main problem was chief executive Philip J Purcell, who is retiring after continuing 'personal attacks,' or his strategy to create financial supermarket that served customers ranging from retirees living on fixed incomes to multinational corporations; board's answer will determine what kind of chief executive it chooses as replacement for Purcell and what parts, if any, of sprawling firm it will spin off (M)"
