_id,url,word_count,section,date,type,headline,abstract
nyt://article/170bdea4-7f6e-5d6c-bf56-c48846e6bc88,https://www.nytimes.com/2019/02/13/world/europe/britain-poundland-ring.html,823,World,2019-02-13T19:04:24+0000,Foreign,A Bargain Store Has Britons Asking: Can You Really Pop the Question With Plastic?,"The British bargain store Poundland offered a one-pound engagement ring for Valentine’s Day. It sold 20,000 of them before the holiday arrived."
nyt://article/c7ceed72-a650-518a-a6d1-fdab8b12f683,https://www.nytimes.com/2019/02/14/technology/facebook-ftc-settlement.html,425,Technology,2019-02-15T01:11:20+0000,Business,Facebook Fine Could Total Billions if F.T.C. Talks Lead to a Deal,The social media company is in discussions with regulators over claims that it violated a 2011 consent decree regarding user privacy.
nyt://article/324442c5-0563-5d1a-beff-6b4a8292541a,https://www.nytimes.com/2019/02/15/business/burning-man-tickets.html,714,Business Day,2019-02-15T08:00:04+0000,Express,"Burning Man, Seeking to Change ‘Convenience Culture,’ Boots Camp for Wealthy",The chief executive said she had warned 12 camps and disinvited one from the annual event where attendees create music and art in the Nevada desert.
nyt://article/f6bbdc19-5627-517b-ada9-f1d113cc7c8f,https://www.nytimes.com/2019/02/14/business/economy/amazon-union-cuomo.html,703,Business Day,2019-02-15T00:38:26+0000,Business,"Amazon and New York Unions Had ‘Productive Meeting,’ Then Came a Shock",Labor groups aiming to organize a Staten Island warehouse were in talks with the company a day before it abandoned plans for a Queens headquarters.
nyt://article/5b174e3a-6c65-5396-97d1-01c5ad8c1005,https://www.nytimes.com/2019/02/14/world/europe/brexit-parliament-vote-theresa-may.html,1150,World,2019-02-14T19:59:21+0000,Foreign,Theresa May Suffers a New Brexit Defeat in Parliament Vote,"Lawmakers rejected a motion to support the government’s Brexit negotiating strategy, deepening strains within both the Conservative and Labour parties."
nyt://article/8e96df6d-3526-58c2-bc6c-dc5bd748e1fb,https://www.nytimes.com/2019/02/14/world/europe/pompeo-pence-us-iran.html,1246,World,2019-02-14T13:47:15+0000,Foreign,Mike Pence Lashes European Allies for Their Stance on Iran,"The U.S. vice president demanded that Britain, France and Germany “stand by us” and quit their efforts to help Tehran sidestep American sanctions."
nyt://article/3948b6a0-dad0-5e2b-a758-3da297e35317,https://www.nytimes.com/2019/02/14/world/europe/trump-middle-east-forum.html,927,World,2019-02-15T01:59:02+0000,Foreign,"At Trump Forum, Countries Share a Foe (Iran) and Awkwardness (a Lot of It)",A group of countries known more for their deep-rooted conflicts tried to cast a common lot in their opposition to Iran.
nyt://article/4800e753-115e-5e6f-afb3-65191515d6b0,https://www.nytimes.com/2019/02/15/world/europe/munich-security-conference.html,759,World,2019-02-15T11:52:28+0000,Foreign,"What Is the Munich Security Conference, and Why Does It Matter?",Significant changes in American foreign policy and a shifting world order have brought changes at a meeting once known for its unity.
nyt://article/62f0cd82-c507-5f0d-b3c1-ee3f81053634,https://www.nytimes.com/2019/02/15/world/asia/myanmar-trial-assassination-ko-ni.html,613,World,2019-02-15T07:24:37+0000,Foreign,Four Men Convicted in Killing of Top Aide to Myanmar’s Leader,"U Ko Ni was a prominent Muslim lawyer who advocated cutting the powers of Myanmar’s military and advised the country’s leader, Daw Aung San Suu Kyi."
nyt://article/a41ca7d7-2953-54d4-9769-613e3c4a8a28,https://www.nytimes.com/2019/02/15/world/americas/isaias-brothers-arrested-ecuador.html,510,World,2019-02-16T02:24:15+0000,Foreign,Millionaire Brothers Wanted by Ecuador Are Arrested in Miami by ICE,"Roberto and William Isaías, convicted of embezzlement in Ecuador, were arrested Wednesday, according to the Immigration and Customs Enforcement."
